SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-31-2019,Townhouse,1035 156th Ave NE #36,Bellevue,WA,98007,605000,2,2.25,Bellevue,1548,174514,1972,122,391,400,Sold,,,http://www.redfin.com/WA/Bellevue/1035-156th-Ave-NE-98007/unit-36/home/7587,NWMLS,1447756,N,Y,47.6192618,-122.1353527
PAST SALE,July-22-2019,Single Family Residential,1406 151st Ave SE,Bellevue,WA,98007,774000,3,2.5,Robinswood,2160,7560,1961,70,358,,Sold,,,http://www.redfin.com/WA/Bellevue/1406-151st-Ave-SE-98007/home/426280,NWMLS,1453138,N,Y,47.5972763,-122.1368036
PAST SALE,March-1-2019,Condo/Co-op,3930 Lake Washington Blvd SE Unit 8A,Bellevue,WA,98006,335000,2,1.75,Bellevue,880,93900,1973,213,381,400,Sold,,,http://www.redfin.com/WA/Bellevue/3930-Lake-Washington-Blvd-SE-98006/unit-8A/home/61517,NWMLS,1409458,N,Y,47.5752101,-122.1815441
PAST SALE,May-13-2019,Condo/Co-op,701 122nd Ave NE #202,Bellevue,WA,98005,475000,2,1.0,Bellevue,887,68240,1968,140,536,576,Sold,,,http://www.redfin.com/WA/Bellevue/701-122nd-Ave-NE-98005/unit-202/home/22692473,NWMLS,1437576,N,Y,47.6157846,-122.1783203
PAST SALE,June-19-2019,Condo/Co-op,14735 NE 31st St Unit 2C,Bellevue,WA,98007,396000,2,1.0,Bellevue,1087,395028,1978,103,364,402,Sold,,,http://www.redfin.com/WA/Bellevue/14735-NE-31st-St-98007/unit-2C/home/98693881,NWMLS,1464885,N,Y,47.6376559,-122.1478317
PAST SALE,January-30-2019,Single Family Residential,2916 161st Ave SE,Bellevue,WA,98008,795000,3,1.75,Bellevue,1560,8353,1967,243,510,,Sold,,,http://www.redfin.com/WA/Bellevue/2916-161st-Ave-SE-98008/home/429222,NWMLS,1397045,N,Y,47.5839968,-122.1243366
PAST SALE,February-27-2019,Condo/Co-op,14518 NE 30th Pl Unit A15,Bellevue,WA,98007,373000,2,1.0,Microsoft,908,395028,1978,215,411,380,Sold,,,http://www.redfin.com/WA/Bellevue/14518-NE-30th-Pl-98007/unit-15A/home/40571,NWMLS,1404014,N,Y,47.6373627,-122.1457389
PAST SALE,April-16-2019,Single Family Residential,7339 168th Ave SE,Bellevue,WA,98006,1675000,5,4.25,Cougar Mountain,4112,11756,2014,167,407,173,Sold,,,http://www.redfin.com/WA/Bellevue/7339-168th-Ave-SE-98006/home/22222119,NWMLS,1369169,N,Y,47.5370144,-122.1154847
PAST SALE,September-6-2019,Single Family Residential,16609 SE 43rd St,Bellevue,WA,98006,863000,3,1.75,Bellevue,2050,27465,1954,24,421,,Sold,,,http://www.redfin.com/WA/Bellevue/16609-SE-43rd-St-98006/home/235591,NWMLS,1478655,N,Y,47.5685659,-122.118625
PAST SALE,September-17-2019,Single Family Residential,14419 SE 14th St,Bellevue,WA,98007,780000,4,1.75,Bellevue,1430,8840,1955,13,545,,Sold,,,http://www.redfin.com/WA/Bellevue/14419-SE-14th-St-98007/home/425542,NWMLS,1501731,N,Y,47.5980633,-122.146105
PAST SALE,October-11-2018,Single Family Residential,2601 W Lake Sammamish Pkwy SE,Bellevue,WA,98008,910000,3,2.25,West Lake Sammamish,2013,12296,1968,354,452,13,Sold,,,http://www.redfin.com/WA/Bellevue/2601-W-Lake-Sammamish-Pkwy-SE-98008/home/428174,NWMLS,1327094,N,Y,47.5860099,-122.1117462
PAST SALE,May-24-2019,Townhouse,6505 SE Cougar Mountain Way #1,Bellevue,WA,98006,450000,3,2.0,Lakemont,1050,872942,1995,129,429,281,Sold,,,http://www.redfin.com/WA/Bellevue/6505-SE-Cougar-Mountain-Way-98006/unit-1/home/36856,NWMLS,1441863,N,Y,47.5430145,-122.1271531
PAST SALE,December-14-2018,Condo/Co-op,16225 NE 12th Ct Unit F82,Bellevue,WA,98008,370000,3,2.0,Bellevue,1052,159466,1979,290,352,436,Sold,,,http://www.redfin.com/WA/Bellevue/16225-NE-12th-Ct-98008/unit-F82/home/47207,NWMLS,1342119,N,Y,47.6210625,-122.123337
PAST SALE,October-22-2018,Single Family Residential,4829 171st Ave SE,Bellevue,WA,98006,1105000,4,2.5,Lakemont,2580,8767,1992,343,428,,Sold,,,http://www.redfin.com/WA/Bellevue/4829-171st-Ave-SE-98006/home/236237,NWMLS,1343934,N,Y,47.5587648,-122.115693
PAST SALE,August-16-2019,Condo/Co-op,811 126th Pl NE Unit A105,Bellevue,WA,98005,300000,1,1.0,Bellevue,678,301850,1969,45,442,295,Sold,,,http://www.redfin.com/WA/Bellevue/811-126th-Pl-NE-98005/unit-A105/home/6179,NWMLS,1482498,N,Y,47.6180426,-122.1703931
PAST SALE,January-18-2019,Single Family Residential,6459 112th Ave SE,Newcastle,WA,98056,755000,2,2.5,Newcastle,2137,97300,2001,255,353,612,Sold,,,http://www.redfin.com/WA/Newcastle/6459-112th-Ave-SE-98056/home/146415025,NWMLS,1328439,N,Y,47.5445141,-122.1909152
PAST SALE,May-20-2019,Single Family Residential,11021 SE 64th St,Newcastle,WA,98056,1632500,5,4.5,Newcastle,4670,14473,2007,133,350,,Sold,,,http://www.redfin.com/WA/Newcastle/11021-SE-64th-St-98056/home/413158,NWMLS,1421229,N,Y,47.5455454,-122.1925693
PAST SALE,May-24-2019,Single Family Residential,15026 SE 44th St,Bellevue,WA,98006,758000,4,1.75,Eastgate,2110,10380,1954,129,359,,Sold,,,http://www.redfin.com/WA/Bellevue/15026-SE-44-St-98006/home/237458,NWMLS,1441875,N,Y,47.5680003,-122.1410606
PAST SALE,June-25-2019,Condo/Co-op,10700 NE 4th St #802,Bellevue,WA,98004,1210000,2,2.5,Bellevue,1677,105864,2008,97,722,1028,Sold,,,http://www.redfin.com/WA/Bellevue/10700-NE-4th-St-98004/unit-802/home/21883196,NWMLS,1453654,N,Y,47.6143359,-122.1980565
PAST SALE,May-17-2019,Condo/Co-op,10306 NE 16th St Unit P5,Bellevue,WA,98004,586000,3,1.75,Bellevue,1300,343688,1974,136,451,676,Sold,,,http://www.redfin.com/WA/Bellevue/10306-NE-16th-St-98004/unit-P5/home/12361,NWMLS,1440772,N,Y,47.6248271,-122.2031436
PAST SALE,September-18-2019,Townhouse,1717 150th Ave SE #7,Bellevue,WA,98007,526500,3,2.5,Bellevue,1408,104666,1968,12,374,360,Sold,,,http://www.redfin.com/WA/Bellevue/1717-150th-Ave-SE-98007/unit-7/home/68259,NWMLS,1495399,N,Y,47.5949245,-122.1407292
PAST SALE,August-12-2019,Townhouse,14603 NE 35th St #10,Bellevue,WA,98007,479000,2,1.5,Bellevue,1131,198488,1979,49,424,300,Sold,,,http://www.redfin.com/WA/Bellevue/14603-NE-35th-St-98007/unit-10/home/46656,NWMLS,1487758,N,Y,47.6409744,-122.1444117
PAST SALE,October-5-2018,Single Family Residential,1218 146th Ave SE,Bellevue,WA,98007,803500,3,2.5,Lake Hills,1710,7920,1955,360,470,,Sold,,,http://www.redfin.com/WA/Bellevue/1218-146th-Ave-SE-98007/home/426962,NWMLS,1351454,N,Y,47.5994785,-122.1443826
PAST SALE,May-8-2019,Condo/Co-op,14630 NE 35th St #203,Bellevue,WA,98007,383000,2,1.5,Bellevue,857,40392,1980,145,447,435,Sold,,,http://www.redfin.com/WA/Bellevue/14630-NE-35th-St-98007/unit-203/home/71874,NWMLS,1434696,N,Y,47.6419658,-122.1453234
PAST SALE,October-18-2018,Single Family Residential,4131 131st Ave SE,Bellevue,WA,98006,1510000,4,3.5,Somerset,3933,9981,2001,347,384,,Sold,,,http://www.redfin.com/WA/Bellevue/4131-131st-Ave-SE-98006/home/234150,NWMLS,1342083,N,Y,47.5726927,-122.1655124
PAST SALE,July-2-2019,Single Family Residential,3908 161st Ave SE,Bellevue,WA,98006,685000,3,1.5,Eastgate,1380,19162,1962,90,496,,Sold,,,http://www.redfin.com/WA/Bellevue/3908-161st-Ave-SE-98006/home/234649,NWMLS,1449379,N,Y,47.5749749,-122.1257274
PAST SALE,August-21-2019,Condo/Co-op,1007 156th Ave NE Unit B215,Bellevue,WA,98007,439000,2,2.0,Bellevue,915,95849,1986,40,480,451,Sold,,,http://www.redfin.com/WA/Bellevue/1007-156th-Ave-NE-98007/unit-B215/home/2067590,NWMLS,1486722,N,Y,47.619172,-122.1335726
PAST SALE,July-9-2019,Single Family Residential,4106 163rd Ave SE,Bellevue,WA,98006,940000,4,3.5,Bellevue,3370,12360,1986,83,279,,Sold,,,http://www.redfin.com/WA/Bellevue/4106-163rd-Ave-SE-98006/home/239252,NWMLS,1459366,N,Y,47.5721066,-122.1223323
PAST SALE,June-18-2019,Single Family Residential,5317 125th Ave SE,Bellevue,WA,98006,868000,4,2.5,Bellevue,2680,14399,1960,104,324,,Sold,,,http://www.redfin.com/WA/Bellevue/5317-125th-Ave-SE-98006/home/417075,NWMLS,1456769,N,Y,47.5548611,-122.1742944
PAST SALE,February-26-2019,Condo/Co-op,14760 NE 31st St Unit A-108,Bellevue,WA,98007,298400,2,1.0,Microsoft,889,435710,1978,216,336,464,Sold,,,http://www.redfin.com/WA/Bellevue/14760-NE-31st-St-98007/unit-A108/home/21675857,NWMLS,1406065,N,Y,47.6381391,-122.1472833
PAST SALE,,Single Family Residential,15243 NE 3rd Pl,Bellevue,WA,98007,825000,4,2.25,,2100,8250,1962,,393,,,,,http://www.redfin.com/WA/Bellevue/15243-NE-3rd-Pl-98007/home/501464,,,N,Y,47.612876,-122.1355818
PAST SALE,April-30-2019,Single Family Residential,12814 NE 5th Pl,Bellevue,WA,98005,1300000,5,2.5,Glendale,3480,16018,1968,153,374,,Sold,,,http://www.redfin.com/WA/Bellevue/12814-NE-5th-Pl-98005/home/508776,NWMLS,1410432,N,Y,47.6152316,-122.1686315
PAST SALE,February-25-2019,Condo/Co-op,680 122nd Ave NE #113,Bellevue,WA,98005,399950,1,1.0,Downtown Bellevue,752,68240,1968,217,532,487,Sold,,,http://www.redfin.com/WA/Bellevue/680-122nd-Ave-NE-98005/unit-113/home/12090643,NWMLS,1402352,N,Y,47.6157846,-122.1783203
PAST SALE,April-22-2019,Single Family Residential,4847 152nd Pl SE,Bellevue,WA,98006,888000,3,1.75,Bellevue,2010,7890,1976,161,442,,Sold,,,http://www.redfin.com/WA/Bellevue/4847-152nd-Pl-SE-98006/home/237581,NWMLS,1419261,N,Y,47.5584357,-122.1377751
PAST SALE,October-5-2018,Townhouse,16332 NE 12th Place Unit A3,Bellevue,WA,98008,905000,3,2.5,Bellevue,1805,47668,2017,360,501,150,Sold,,,http://www.redfin.com/WA/Bellevue/16332-NE-12th-Pl-98008/unit-A3/home/113996637,NWMLS,1326881,N,Y,47.620837,-122.122285
PAST SALE,February-7-2019,Condo/Co-op,300 110th Ave NE #207,Bellevue,WA,98004,483300,1,1.0,Bellevue,761,28011,2001,235,635,325,Sold,,,http://www.redfin.com/WA/Bellevue/300-110th-Ave-NE-98004/unit-207/home/36101,NWMLS,1356813,N,Y,47.6133396,-122.193091
PAST SALE,September-23-2019,Single Family Residential,15834 SE 4th St,Bellevue,WA,98008,679000,5,2.0,Bellevue,2100,8362,1961,7,323,,Sold,,,http://www.redfin.com/WA/Bellevue/15834-SE-4th-St-98008/home/427464,NWMLS,1502217,N,Y,47.6064542,-122.1283677
PAST SALE,August-15-2019,Single Family Residential,1806 138th Pl SE,Bellevue,WA,98005,815000,3,1.75,Bellevue,2120,8954,1966,46,384,,Sold,,,http://www.redfin.com/WA/Bellevue/1806-138th-Pl-SE-98005/home/508919,NWMLS,1488523,N,Y,47.5939274,-122.1548813
PAST SALE,November-6-2018,Condo/Co-op,10700 NE 4th St #614,Bellevue,WA,98004,730000,1,1.0,Downtown,1057,105864,2008,328,691,635,Sold,,,http://www.redfin.com/WA/Bellevue/10700-NE-4th-St-98004/unit-614/home/21882158,NWMLS,1357899,N,Y,47.6143359,-122.1980565
PAST SALE,April-11-2019,Single Family Residential,16629 NE 30th St,Bellevue,WA,98008,887000,4,2.75,Microsoft,2080,7700,1965,172,426,,Sold,,,http://www.redfin.com/WA/Bellevue/16629-NE-30th-St-98008/home/432188,NWMLS,1421240,N,Y,47.6366282,-122.117737
PAST SALE,July-31-2019,Single Family Residential,4269 135th Pl SE,Bellevue,WA,98006,850000,4,2.25,Bellevue,2080,7398,1965,61,409,,Sold,,,http://www.redfin.com/WA/Bellevue/4269-135th-Pl-SE-98006/home/234189,NWMLS,1465716,N,Y,47.5712323,-122.1595336
PAST SALE,May-15-2019,Single Family Residential,16242 NE 30th St,Bellevue,WA,98008,922000,5,3.0,Microsoft,2170,11761,1974,138,425,,Sold,,,http://www.redfin.com/WA/Bellevue/16242-NE-30th-St-98008/home/431742,NWMLS,1434421,N,Y,47.637173,-122.1225619
PAST SALE,August-16-2019,Condo/Co-op,14537 NE 40th St Unit H201,Bellevue,WA,98007,330000,2,1.0,Microsoft,900,191352,1978,45,367,376,Sold,,,http://www.redfin.com/WA/Bellevue/14537-NE-40th-St-98007/unit-H201/home/29175,NWMLS,1490483,N,Y,47.6458337,-122.1465788
PAST SALE,September-27-2019,Condo/Co-op,12700 NE 8th St Unit E105,Bellevue,WA,98005,338000,2,1.0,Bellevue,925,301850,1969,3,365,433,Sold,,,http://www.redfin.com/WA/Bellevue/12700-NE-8th-St-98005/unit-E105/home/61055,NWMLS,1476272,N,Y,47.6180426,-122.1703931
PAST SALE,May-7-2019,Condo/Co-op,10650 NE 9th Pl #1624,Bellevue,WA,98004,1160008,2,1.75,Bellevue,1441,102684,2008,146,805,1200,Sold,,,http://www.redfin.com/WA/Bellevue/10650-NE-9th-Pl-98004/unit-1624/home/77488946,NWMLS,1446447,N,Y,47.6188605,-122.1976576
PAST SALE,July-2-2019,Single Family Residential,10245 NE 23rd St,Bellevue,WA,98004,1948000,4,2.25,Clyde Hill,3460,8959,1953,90,563,,Sold,,,http://www.redfin.com/WA/Bellevue/10245-NE-23rd-St-98004/home/506551,NWMLS,1452846,N,Y,47.630785,-122.2030845
PAST SALE,June-28-2019,Condo/Co-op,14611 NE 51st Pl Unit F4,Bellevue,WA,98007,443000,2,1.75,Overlake,1116,187977,1979,94,397,377,Sold,,,http://www.redfin.com/WA/Bellevue/14611-NE-51st-Pl-98007/unit-F4/home/62624,NWMLS,1456992,N,Y,47.654803,-122.144687
PAST SALE,April-18-2019,Condo/Co-op,3815 131st Ln SE Unit H13,Bellevue,WA,98006,295000,1,1.0,Bellevue,759,263774,1988,165,389,316,Sold,,,http://www.redfin.com/WA/Bellevue/3815-131st-Ln-SE-98006/unit-H13/home/103952868,NWMLS,1425256,N,Y,47.5753646,-122.1655793
PAST SALE,August-6-2019,Condo/Co-op,3905 108th Ave NE Unit B102,Bellevue,WA,98004,413000,2,1.5,Houghton,1054,89599,1979,55,392,448,Sold,,,http://www.redfin.com/WA/Bellevue/3905-108th-Ave-NE-98004/unit-B-102/home/92894583,NWMLS,1469265,N,Y,47.6457593,-122.1959554
PAST SALE,September-19-2019,Condo/Co-op,4152 178th Ln SE #2,Bellevue,WA,98008,515000,2,2.5,South Lake Sammamish,1122,114792,1988,11,459,380,Sold,,,http://www.redfin.com/WA/Bellevue/4152-178th-Ln-SE-98008/unit-2/home/56756,NWMLS,1502347,N,Y,47.570737,-122.1022245
PAST SALE,August-26-2019,Condo/Co-op,14120 NE 7th Pl #4,Bellevue,WA,98007,399950,2,1.75,Bellevue,1057,153905,1975,35,378,308,Sold,,,http://www.redfin.com/WA/Bellevue/14120-NE-7th-Pl-98007/unit-4/home/68237,NWMLS,1483857,N,Y,47.616374,-122.1516363
PAST SALE,March-28-2019,Single Family Residential,2025 104th Ave SE,Bellevue,WA,98004,1270000,4,1.75,Enatai,2020,7592,1956,186,629,,Sold,,,http://www.redfin.com/WA/Bellevue/2025-104th-Ave-SE-98004/home/253177,NWMLS,1410633,N,Y,47.5916128,-122.2018362
PAST SALE,October-25-2018,Condo/Co-op,2500 118th Ave SE #302,Bellevue,WA,98005,382500,2,2.0,Bellevue,885,291529,1990,340,432,366,Sold,,,http://www.redfin.com/WA/Bellevue/2500-118th-Ave-SE-98005/unit-302/home/113230227,NWMLS,1328007,N,Y,47.5879894,-122.1815322
PAST SALE,May-1-2019,Townhouse,1609 163rd Pl NE,Bellevue,WA,98008,963008,4,3.0,Bellevue,2100,75491,2017,152,459,245,Sold,,,http://www.redfin.com/WA/Bellevue/1609-163rd-Pl-NE-98008/unit-G1/home/143457256,NWMLS,1428590,N,Y,47.6248488,-122.1218707
PAST SALE,April-2-2019,Single Family Residential,16544 NE 27th St,Bellevue,WA,98008,665000,3,1.75,Ardmore,1250,7229,1964,181,532,,Sold,,,http://www.redfin.com/WA/Bellevue/16544-NE-27th-St-98008/home/431668,NWMLS,1415820,N,Y,47.6338691,-122.1187654
PAST SALE,May-17-2019,Condo/Co-op,2640 118th Ave SE Unit 7-303,Bellevue,WA,98005,477500,3,2.0,Bellevue,1168,291529,1990,136,409,557,Sold,,,http://www.redfin.com/WA/Bellevue/2640-118th-Ave-SE-98005/unit-7-303/home/5792,NWMLS,1443699,N,Y,47.5870646,-122.1813333
PAST SALE,May-29-2019,Condo/Co-op,10504 NE 32nd Pl Unit G305,Bellevue,WA,98004,355000,1,1.0,Bellevue,812,286423,1980,124,437,345,Sold,,,http://www.redfin.com/WA/Bellevue/10504-NE-32nd-Pl-98004/unit-G305/home/15205,NWMLS,1433166,N,Y,47.6397848,-122.200553
PAST SALE,June-7-2019,Condo/Co-op,300 110th Ave NE #203,Bellevue,WA,98004,545000,1,1.0,Downtown,887,28011,2001,115,614,386,Sold,,,http://www.redfin.com/WA/Bellevue/300-110th-Ave-NE-98004/unit-203/home/36097,NWMLS,1425678,N,Y,47.6133396,-122.193091
PAST SALE,October-26-2018,Condo/Co-op,1620 103rd Ave NE Unit M6,Bellevue,WA,98004,510000,2,2.0,Downtown,1156,343688,1974,339,441,601,Sold,,,http://www.redfin.com/WA/Bellevue/1620-103rd-Ave-NE-98004/unit-M6/home/5250,NWMLS,1336067,N,Y,47.62503,-122.203179
PAST SALE,August-29-2019,Condo/Co-op,3921 108th Ave NE Unit A301,Bellevue,WA,98004,560000,2,1.5,Bellevue,1314,89599,1979,32,426,568,Sold,,,http://www.redfin.com/WA/Bellevue/3921-108th-Ave-NE-98004/unit-A301/home/103954567,NWMLS,1478028,N,Y,47.6457411,-122.1954938
PAST SALE,May-7-2019,Condo/Co-op,14547 NE 40th St Unit J302,Bellevue,WA,98007,380000,2,1.75,Microsoft,1080,191352,1978,146,352,406,Sold,,,http://www.redfin.com/WA/Bellevue/14547-NE-40th-St-98007/unit-J302/home/27930,NWMLS,1429163,N,Y,47.6451877,-122.1461943
PAST SALE,May-8-2019,Single Family Residential,3209 165th Ave SE,Bellevue,WA,98008,835000,3,2.5,Spiritridge,2547,10500,1964,145,328,,Sold,,,http://www.redfin.com/WA/Bellevue/3209-165th-Ave-SE-98008/home/429098,NWMLS,1409195,N,Y,47.5811524,-122.119496
PAST SALE,May-14-2019,Single Family Residential,2056 140th Ter SE,Bellevue,WA,98007,1450000,5,3.25,Lake Hills,3438,11170,2014,139,422,42,Sold,,,http://www.redfin.com/WA/Bellevue/2056-140th-Ter-SE-98007/home/59704046,NWMLS,1432323,N,Y,47.5921812,-122.1526769
PAST SALE,November-29-2018,Single Family Residential,156 160th Place SE,Bellevue,WA,98008,740000,5,2.25,Lake Hills,2310,15534,1958,305,320,,Sold,,,http://www.redfin.com/WA/Bellevue/156-160th-Pl-SE-98008/home/426655,NWMLS,1354490,N,Y,47.6079813,-122.1251242
PAST SALE,July-1-2019,Single Family Residential,3740 135th Ave SE,Bellevue,WA,98006,920000,4,2.5,Eastgate,2270,9315,1958,91,405,,Sold,,,http://www.redfin.com/WA/Bellevue/3740-135th-Ave-SE-98006/home/234501,NWMLS,1454300,N,Y,47.5767259,-122.1594555
PAST SALE,June-10-2019,Single Family Residential,13643 SE 10th St,Bellevue,WA,98005,765000,3,2.75,Bellevue,1620,20050,1986,112,472,,Sold,,,http://www.redfin.com/WA/Bellevue/13643-SE-10th-St-98005/home/508663,NWMLS,1456890,N,Y,47.6010981,-122.156861
PAST SALE,January-30-2019,Townhouse,12170 NE 24th St #211,Bellevue,WA,98005,785000,3,2.5,Bridle Trails,1815,409910,1998,243,433,651,Sold,,,http://www.redfin.com/WA/Bellevue/12170-NE-24th-St-98005/unit-211/home/7332,NWMLS,1391558,N,Y,47.6329088,-122.1769126
PAST SALE,April-30-2019,Single Family Residential,4074 171st Ave SE,Bellevue,WA,98008,965000,5,2.5,West Lake Sammamish,2780,8067,1978,153,347,8,Sold,,,http://www.redfin.com/WA/Bellevue/4074-171st-Ave-SE-98008/home/429152,NWMLS,1425233,N,Y,47.5721528,-122.11221
PAST SALE,August-15-2019,Condo/Co-op,10047 Main St #405,Bellevue,WA,98004,685000,2,1.0,Bellevue,910,46094,2000,46,753,485,Sold,,,http://www.redfin.com/WA/Bellevue/10047-Main-St-98004/unit-405/home/62485,NWMLS,1463771,N,Y,47.6099624,-122.2057089
PAST SALE,November-28-2018,Condo/Co-op,12903 SE 38th St #301,Bellevue,WA,98006,370000,2,1.0,Factoria,758,27070,1995,306,488,403,Sold,,,http://www.redfin.com/WA/Bellevue/12903-SE-38th-St-98006/unit-301/home/31779,NWMLS,1346899,N,Y,47.5753653,-122.1673329
PAST SALE,April-5-2019,Single Family Residential,2629 169th Ave NE,Bellevue,WA,98008,871000,3,1.75,Ardmore,1920,7210,1967,178,454,,Sold,,,http://www.redfin.com/WA/Bellevue/2629-169th-Ave-NE-98008/home/431712,NWMLS,1419965,N,Y,47.6341617,-122.1153662
PAST SALE,August-30-2019,Single Family Residential,3220 162nd Pl SE,Bellevue,WA,98008,1099000,3,2.75,Bellevue,2610,36400,1979,31,421,8,Sold,,,http://www.redfin.com/WA/Bellevue/3220-162nd-Pl-SE-98008/home/428076,NWMLS,1489307,N,Y,47.5801197,-122.1222526
PAST SALE,May-23-2019,Condo/Co-op,2220 132nd Ave SE Unit A306,Bellevue,WA,98005,415000,1,1.0,Woodridge,944,407655,1999,130,440,364,Sold,,,http://www.redfin.com/WA/Bellevue/2220-132nd-Ave-SE-98005/unit-A306/home/63793,NWMLS,1429980,N,Y,47.5900686,-122.1628648
PAST SALE,April-29-2019,Single Family Residential,16714 SE Newport Way,Bellevue,WA,98006,673997,3,1.25,Bellevue,1780,28010,1949,154,379,,Sold,,,http://www.redfin.com/WA/Bellevue/16714-SE-Newport-Way-98006/home/239042,NWMLS,1335280,N,Y,47.5713164,-122.1167849
PAST SALE,July-9-2019,Single Family Residential,1035 151st Ave SE,Bellevue,WA,98007,655000,4,1.75,Lake Hills,1760,8910,1955,83,372,,Sold,,,http://www.redfin.com/WA/Bellevue/1035-151st-Ave-SE-98007/home/425540,NWMLS,1454263,N,Y,47.6000618,-122.138693
PAST SALE,May-31-2019,Condo/Co-op,200 99th Ave NE #38,Bellevue,WA,98004,750000,2,1.75,Downtown,1149,38943,1988,122,653,460,Sold,,,http://www.redfin.com/WA/Bellevue/200-99th-Ave-NE-98004/unit-38/home/6788,NWMLS,1437560,N,Y,47.612966,-122.2078738
PAST SALE,June-21-2019,Condo/Co-op,10819 NE 37th Pl #336,Bellevue,WA,98004,280000,1,1.0,Yarrow,662,497890,1975,101,423,326,Sold,,,http://www.redfin.com/WA/Bellevue/10819-NE-37th-Pl-98004/unit-336/home/25507151,NWMLS,1447683,N,Y,47.6435521,-122.1948317
PAST SALE,May-17-2019,Single Family Residential,3721 130th Ave NE,Bellevue,WA,98005,1350000,4,2.75,Bridle Trails,3244,35951,1968,136,416,12,Sold,,,http://www.redfin.com/WA/Bellevue/3721-130th-Ave-NE-98005/home/430228,NWMLS,1440156,N,Y,47.644151,-122.169072
PAST SALE,June-14-2019,Townhouse,16930 NE 2nd Pl,Bellevue,WA,98008,505325,2,1.5,West Lake Sammamish,1240,1055,1967,108,408,435,Sold,,,http://www.redfin.com/WA/Bellevue/16930-NE-2nd-Pl-98008/home/500746,NWMLS,1448681,N,Y,47.6115443,-122.1153016
PAST SALE,October-19-2018,Single Family Residential,14913 SE 61st Ct,Bellevue,WA,98006,1180000,4,2.5,Bellevue,2520,8355,1984,346,468,,Sold,,,http://www.redfin.com/WA/Bellevue/14913-SE-61st-Ct-98006/home/239306,NWMLS,1358174,N,Y,47.5471587,-122.1405153
PAST SALE,August-28-2019,Single Family Residential,429 167th Ave NE,Bellevue,WA,98008,800000,3,2.25,Bellevue,2350,9114,1957,33,340,,Sold,,,http://www.redfin.com/WA/Bellevue/429-167th-Ave-NE-98008/home/501793,NWMLS,1471238,N,Y,47.6142623,-122.1185695
PAST SALE,January-23-2019,Single Family Residential,2414 161st Ave NE,Bellevue,WA,98008,830000,3,1.75,Bellevue,1893,9525,1957,250,438,,Sold,,,http://www.redfin.com/WA/Bellevue/2414-161st-Ave-NE-98008/home/432847,NWMLS,1380973,N,Y,47.6319731,-122.1252413
PAST SALE,June-11-2019,Townhouse,10504 NE 32nd Pl Unit G-105,Bellevue,WA,98004,390000,1,1.0,Bellevue,812,286423,1980,111,480,332,Sold,,,http://www.redfin.com/WA/Bellevue/10504-NE-32nd-Pl-98004/unit-G105/home/46756,NWMLS,1446567,N,Y,47.6397848,-122.200553
